product_code,cluster,cluster_id
1060A625,-1,noise
1060A615,-1,noise
1060A2PM,-1,noise
10611,-1,noise
10611,-1,noise
106308,-1,noise
1060A210,-1,noise
10605164,-1,noise
1060A223,-1,noise
1060A210,-1,noise
10604109,-1,noise
10604878,-1,noise
10605154,-1,noise
10604466,-1,noise
10604467,-1,noise
106049,-1,noise
106050,-1,noise
106051,-1,noise
105423,-1,noise
105476,-1,noise
10604AU,-1,noise
10604AU,-1,noise
10389A,-1,noise
10389AA,-1,noise
10086248,-1,noise
10086,-1,noise
1008632,-1,noise
10159712,-1,noise
10170474,-1,noise
10170441,-1,noise
10170455,-1,noise
1072A111,-1,noise
1072A1SK,-1,noise
1072A111,-1,noise
107280S,-1,noise
1072A1SK,-1,noise
10724S,-1,noise
10162,-1,noise
19982999,-1,noise
10722S,-1,noise
10144985,-1,noise
102202,-1,noise
1014B1IB,-1,noise
1014B1I1,-1,noise
1021A2GO,-1,noise
1014A2CS,-1,noise
10142224,-1,noise
1014BLR,-1,noise
1014A3CS,-1,noise
1021655,-1,noise
1021A3GO,-1,noise
1014042,-1,noise
1014B1IC,-1,noise
102232,-1,noise
102233,-1,noise
1012204,-1,noise
10234544,-1,noise
10123015,-1,noise
1021990,-1,noise
10127023,-1,noise
1012684,-1,noise
10127005,-1,noise
10123045,-1,noise
10161516,-1,noise
1016A2G1,-1,noise
1016812,-1,noise
10234548,-1,noise
10234568,-1,noise
1016810,-1,noise
10161510,-1,noise
105992F,-1,noise
105992T,-1,noise
1012207,-1,noise
101244,-1,noise
10148AAB,-1,noise
10599100,-1,noise
10371174,-1,noise
10371175,-1,noise
105992,-1,noise
10599187,-1,noise
10599188,-1,noise
10599202,-1,noise
10599180,-1,noise
10599190,-1,noise
1012374,-1,noise
10435,-1,noise
10636689,-1,noise
1042202,-1,noise
100730,-1,noise
101604,-1,noise
10164S,-1,noise
1016408,-1,noise
10329966,-1,noise
10030916,-1,noise
10030922,-1,noise
10030909,-1,noise
1004018,-1,noise
1004148,-1,noise
1004140,-1,noise
10061713,-1,noise
1004081,-1,noise
10065845,-1,noise
10067568,-1,noise
10067561,-1,noise
10067508,-1,noise
10067500,-1,noise
10065760,-1,noise
10067011,-1,noise
10570460,-1,noise
10065081,-1,noise
10371010,-1,noise
10067574,-1,noise
10260892,-1,noise
10261310,-1,noise
10635,-1,noise
102612BB,-1,noise
10660933,-1,noise
10652678,-1,noise
10305845,-1,noise
10305888,-1,noise
10660944,-1,noise
10284015,-1,noise
10305930,-1,noise
10371176,-1,noise
10371180,-1,noise
10696,-1,noise
10371155,-1,noise
10371166,-1,noise
1037112,-1,noise
1037114,-1,noise
1037210,-1,noise
10371154,-1,noise
1030A201,-1,noise
10185240,-1,noise
10422F,-1,noise
1042201,-1,noise
10422045,-1,noise
10038260,-1,noise
10875281,-1,noise
10371179,-1,noise
1036366,-1,noise
10038368,-1,noise
101653,-1,noise
10165SA,-1,noise
10165SA,-1,noise
10165800,-1,noise
10165802,-1,noise
1016510,-1,noise
101653,-1,noise
104428,-1,noise
104489,-1,noise
10445PBG,-1,noise
1044511,-1,noise
10443522,-1,noise
10490223,-1,noise
1044503,-1,noise
104239,-1,noise
104237,-1,noise
10427,-1,noise
10389980,-1,noise
10371050,-1,noise
1044049,-1,noise
1006490,-1,noise
1006462,-1,noise
1006460,-1,noise
1006472,-1,noise
101724,-1,noise
1006860,-1,noise
1006871,-1,noise
1006825,-1,noise
1006827,-1,noise
10277510,-1,noise
1006781,-1,noise
10660981,-1,noise
10100000,-1,noise
1998677,-1,noise
10519989,-1,noise
22018,-1,noise
22019,-1,noise
12510000,-1,noise
90801432,-1,noise
71562250,-1,noise
22058B,-1,noise
10416G1,-1,noise
71244000,-1,noise
71103000,-1,noise
71562252,-1,noise
71720500,-1,noise
907800,-1,noise
900221,-1,noise
88780,-1,noise
210002,-1,noise
62063,-1,noise
625584,-1,noise
84010,-1,noise
190811,-1,noise
85291,-1,noise
13179984,-1,noise
13173790,-1,noise
48013570,-1,noise
99999,-1,noise
84941,-1,noise
99914,-1,noise
96725890,-1,noise
96705940,-1,noise
10431030,-1,noise
31604,-1,noise
51011,-1,noise
77084369,-1,noise
99190,-1,noise
60202250,-1,noise
78679980,-1,noise
77042179,-1,noise
77052179,-1,noise
620072,-1,noise
120882,-1,noise
72114000,-1,noise
72780000,-1,noise
20214B,-1,noise
84451,-1,noise
41816300,-1,noise
SP8052,-1,noise
34001,-1,noise
34000,-1,noise
37,-1,noise
41651900,-1,noise
4079,-1,noise
32625,-1,noise
420810,-1,noise
200402,-1,noise
45032730,-1,noise
207900012,-1,noise
40181960,-1,noise
40189960,-1,noise
40289990,-1,noise
10151000,-1,noise
78472219,-1,noise
84553,-1,noise
31090,-1,noise
999116R,-1,noise
170003,-1,noise
40431060,-1,noise
40471060,-1,noise
34096,-1,noise
22616300,-1,noise
22515400,-1,noise
22584100,-1,noise
22585810,-1,noise
22505600,-1,noise
22583500,-1,noise
22584400,-1,noise
22520600,-1,noise
22659000,-1,noise
22656200,-1,noise
22559000,-1,noise
22657200,-1,noise
22651600,-1,noise
22557100,-1,noise
22505046,-1,noise
22505467,-1,noise
22616100,-1,noise
22626200,-1,noise
2205057,-1,noise
78004369,-1,noise
78001789,-1,noise
SP72035,-1,noise
SP720,-1,noise
94405070,-1,noise
620074,-1,noise
97525850,-1,noise
97635880,-1,noise
83420,-1,noise
902715,-1,noise
902712,-1,noise
901090,-1,noise
92201,-1,noise
98154,-1,noise
84311,-1,noise
